Movie_ID,Series_Title,Genre,Overview,Director,Stars
765,Efter brylluppet,drama,manag orphanag india sent copenhagen denmark discov lifealt famili secret,susann bier,mad mikkelsen sids babett knudsen rolf lassgård neeral mulchandani
766,The Last King of Scotland,biographi drama histori,base event brutal ugandan dictat idi amin regim seen person physician s,kevin macdonald,jame mcavoy forest whitak gillian anderson kerri washington
767,Zodiac,crime drama mysteri,late searli s san francisco cartoonist amateur detect obsess track zodiac killer unidentifi individu terror northern california kill spree,david fincher,jake gyllenha robert downey jr mark ruffalo anthoni edward
768,Lucky Number Slevin,action crime drama,case mistaken ident land slevin middl war plot citi rival crime boss constant surveil detect brikowski assassin goodkat,paul mcguigan,josh hartnett ben kingsley morgan freeman luci liu
769,Joyeux Noël,drama histori music,decemb unoffici christma truce western allow soldier oppos side world war gain insight way life,christian carion,dian kruger benno fürmann guillaum canet natali dessay
770,Control,biographi drama music,profil ian curti enigmat singer joy divis person profession romant troubl led commit suicid age,anton corbijn,sam riley samantha morton craig parkinson alexandra maria lara
771,Tangled,anim adventur comedi,magic longhair rapunzel spent entir life tower runaway thief stumbl discov world time realli,nathan greno,byron howard mandi moor zachari levi donna murphi
772,Zwartboek,drama thriller war,nazioccupi netherland world war ii jewish singer infiltr region gestapo headquart dutch resist,paul verhoeven,caric van houten sebastian koch thom hoffman halina reijn
773,Brokeback Mountain,drama romanc,stori forbidden secret relationship cowboy live year,ang lee,jake gyllenha heath ledger michel william randi quaid
774,3:10 to Yuma,action crime drama,smalltim rancher agre hold captur outlaw who await train court yuma battl will ensu outlaw tri psych rancher,jame mangold,russel crow christian bale ben foster logan lerman
775,Crash,crime drama thriller,lo angel citizen vastli separ live collid interweav stori race loss redempt,paul haggi,don cheadl sandra bullock thandi newton karina arroyav
776,Kung fu,action comedi fantasi,shanghai china s wannab gangster aspir join notori axe gang resid hous complex exhibit extraordinari power defend turf,stephen chow,stephen chow wah yuen qiu yuen siulung leung
777,The Bourne Supremacy,action mysteri thriller,jason bourn frame cia oper gone awri forc resum life train assassin surviv,paul greengrass,matt damon franka potent joan allen brian cox
778,The Machinist,drama thriller,industri worker slept year begin doubt saniti,brad anderson,christian bale jennif jason leigh aitana sánchezgijón john sharian
779,Ray,biographi drama music,stori life career legendari rhythm blue musician ray charl humbl begin south went blind age seven meteor rise stardom s s,taylor hackford,jami foxx regina king kerri washington clifton powel
780,Lost in Translation,comedi drama,fade movi star neglect young woman form unlik bond cross path tokyo,sofia coppola,murray scarlett johansson giovanni ribisi anna fari
781,Harry Potter and the Goblet of Fire,adventur famili fantasi,harri potter find compet hazard tournament rival school magic distract recur nightmar,mike newel,daniel radcliff emma watson rupert grint eric syke
782,Man on Fire,action crime drama,mexico citi cia oper swear vengeanc commit unspeak act famili hire protect,toni scott,denzel washington christoph walken dakota fan radha mitchel
783,Coraline,anim drama famili,adventur yearold girl find world strang ideal version frustrat home sinist secret,henri selick,dakota fan teri hatcher john hodgman jennif saunder
784,The Last Samurai,action drama,american militari advisor embrac samurai cultur hire destroy captur battl,edward zwick,tom cruis ken watanab billi connolli william atherton
785,The Magdalene Sisters,drama,young irish women struggl maintain spirit endur dehuman abus inmat magdalen sister asylum,peter mullan,eileen walsh dorothi duffi norajan annemari duff
786,Good Bye Lenin!,comedi drama romanc,protect fragil mother fatal shock long coma young man learn belov nation east germani knew disappear,wolfgang becker,daniel brühl katrin saß chulpan khamatova florian luka
787,In America,drama,famili irish immigr adjust life mean street hell kitchen griev death child,jim sheridan,paddi considin samantha morton djimon hounsou sarah bolger
788,I Am Sam,drama,mental handicap man fight custodi yearold daughter process teach coldheart lawyer valu love famili,jessi nelson,sean penn michel pfeiffer dakota fan diann wiest
789,Adaptation.,comedi drama,lovelorn screenwrit desper tri fail adapt orchid thief susan orlean screen,spike jonz,nicola cage meryl streep chri cooper tilda swinton
790,Black Hawk Down,drama histori war,elit soldier drop somalia captur lieuten renegad warlord desper battl larg forc heavilyarm somali,ridley scott,josh hartnett ewan mcgregor tom sizemor eric bana
791,Road to Perdition,crime drama thriller,mob enforc son wit murder forc father road father path redempt reveng,sam mend,tom hank tyler hoechlin rob maxey liam aiken
792,Das Experiment,drama thriller,week male particip hire play prison guard prison prison follow seemingli mild rule guard told retain order use physic violenc,oliv hirschbiegel,moritz bleibtreu christian berkel oliv stokowski wotan wilk möhring
793,Billy Elliot,drama music,talent young boy torn unexpect love danc disintegr famili,stephen daldri,jami bell juli walter jean heywood jami draven
794,Hedwig and the Angry Inch,comedi drama music,genderqu punkrock singer east berlin tour band tell life stori follow loverbandm stole song,john cameron mitchel,john cameron mitchel miriam shor stephen trask theodor liscinski
795,Ocean's Eleven,crime thriller,danni ocean accomplic plan rob la vega casino simultan,steven soderbergh,georg clooney brad pitt julia robert matt damon
796,Vampire Hunter D: Bloodlust,anim action fantasi,girl abduct vampir legendari bounti hunter hire bring,yoshiaki kawajiri,andrew philpot john rafter lee pamela adlon wende lee
797,"O Brother, Where Art Thou?",adventur comedi crime,deep south s escap convict search hidden treasur relentless lawman pursu,joel coen,ethan coen georg clooney john turturro tim blake nelson
798,Interstate 60: Episodes of the Road,adventur comedi drama,neal oliv confus young man artist take journey lifetim highway doesnt exist map go place heard search answer dreamgirl,bob gale,jame marsden gari oldman kurt russel matthew edison
799,"South Park: Bigger, Longer & Uncut",anim comedi fantasi,stan marsh friend rrate movi start curs parent think canada blame,trey parker,trey parker matt stone mari kay bergman isaac hay
800,Office Space,comedi,compani worker hate job decid rebel greedi boss,mike judg,ron livingston jennif aniston david herman ajay naidu
801,Happiness,comedi drama,live individu intertwin live uniqu way engag act societi disturb desper search human connect,todd solondz,jane adam jon lovitz philip seymour hoffman dylan baker
802,Training Day,crime drama thriller,rooki cop spend day lo angel narcot offic rogu detect isnt appear,antoin fuqua,denzel washington ethan hawk scott glenn tom bereng
803,Rushmore,comedi drama romanc,extracurricular king rushmor preparatori school academ probat,we anderson,jason schwartzman murray olivia william seymour cassel
804,Abre los ojos,drama mysteri scifi,handsom man find love life suffer accid need face rebuilt surgeri sever disfigur,alejandro amenábar,eduardo noriega penélop cruz chete lera fele martínez
805,Being John Malkovich,comedi drama fantasi,puppet discov portal lead liter head movi star john malkovich,spike jonz,john cusack cameron diaz catherin keener john malkovich
806,As Good as It Gets,comedi drama romanc,singl mother waitress misanthrop author gay artist form unlik friendship artist assault robberi,jame l brook,jack nicholson helen hunt greg kinnear cuba good jr
807,The Fifth Element,action adventur scifi,color futur cab driver unwittingli central figur search legendari cosmic weapon evil mr zorg bay,luc besson,bruce willi milla jovovich gari oldman ian holm
808,Le dîner de cons,comedi,friend weekli fool dinner bring fool pierr find champion fool dinner surpris,franci veber,thierri lhermitt jacqu villeret franci huster daniel prévost
809,Donnie Brasco,biographi crime drama,fbi undercov agent infiltr mob find identifi mafia life expens regular,mike newel,al pacino johnni depp michael madsen bruno kirbi
810,Shine,biographi drama music,pianist david helfgott driven father teacher breakdown year later return piano popular critic acclaim,scott hick,geoffrey rush armin muellerstahl justin brain sonia todd
811,Primal Fear,crime drama mysteri,altar boy accus murder priest truth buri layer deep,gregori hoblit,richard gere laura linney edward norton john mahoney
812,Hamlet,drama,hamlet princ denmark return home father murder mother remarri murder uncl war brew,kenneth branagh,kenneth branagh juli christi derek jacobi kate winslet
813,A Little Princess,drama famili fantasi,young girl releg servitud board school father goe miss presum dead,alfonso cuarón,liesel matthew eleanor bron liam cunningham rusti schwimmer
814,Do lok tin si,comedi crime drama,hong kongset crime drama follow live hitman hope busi elus femal partner,karwai wong,leon lai michel rei takeshi kaneshiro charli yeung
815,Il postino,biographi comedi drama,simpl italian postman learn love poetri deliv mail famou poet use woo local beauti beatric,michael radford,massimo troisi massimo troisi philipp noiret maria grazia cucinotta
816,Clerks,comedi,day live conveni clerk name dant randal annoy custom discuss movi play hockey store roof,kevin smith,brian ohalloran jeff anderson marilyn ghigliotti lisa spoonauer
817,Short Cuts,comedi drama,daytoday live suburban lo angel resid,robert altman,andi macdowel juliann moor tim robbin bruce davison
818,Philadelphia,drama,man hiv fire law firm condit hire homophob small time lawyer will advoc wrong dismiss suit,jonathan demm,tom hank denzel washington roberta maxwel buzz kilman
819,The Muppet Christmas Carol,comedi drama famili,muppet charact tell version classic tale old bitter miser redempt christma eve,brian henson,michael cain kermit frog dave goelz miss piggi
820,Malcolm X,biographi drama histori,biograph epic controversi influenti black nationalist leader earli life career smalltim gangster ministri member nation islam,spike lee,denzel washington angela bassett delroy lindo spike lee
821,The Last of the Mohicans,action adventur drama,trapper protect daughter british colonel midst french indian war,michael mann,daniel daylewi madelein stow russel mean eric schweig
822,Kurenai no buta,anim adventur comedi,s itali veteran world war pilot curs look like anthropomorph pig,hayao miyazaki,shûichirô moriyama tokiko katô bunshi katsura vi tsunehiko kamijô
823,Glengarry Glen Ross,crime drama mysteri,examin machin scene real estat offic,jame foley,al pacino jack lemmon alec baldwin alan arkin
824,A Few Good Men,drama thriller,militari lawyer lieuten daniel kaffe defend marin accus murder contend act order,rob reiner,tom cruis jack nicholson demi moor kevin bacon
825,Fried Green Tomatoes,drama,housewif unhappi life befriend old ladi nurs home enthral tale tell peopl use know,jon avnet,kathi bate jessica tandi mari stuart masterson marylouis parker
826,Barton Fink,comedi drama thriller,renown new york playwright entic california write movi discov hellish truth hollywood,joel coen,ethan coen john turturro john goodman judi davi
827,Miller's Crossing,crime drama thriller,tom reagan advisor prohibitionera crime boss tri peac war mob get caught divid loyalti,joel coen,ethan coen gabriel byrn albert finney john turturro
828,Who Framed Roger Rabbit,anim adventur comedi,toonhat detect cartoon rabbit hope prove innoc accus murder,robert zemecki,bob hoskin christoph lloyd joanna cassidi charl fleischer
829,Spoorloos,mysteri thriller,rex saskia young coupl love vacat stop busi servic station saskia abduct year sign saskia rex begin receiv letter abductor,georg sluizer,bernardpierr donnadieu gene bervoet johanna ter steeg gwen eckhau
830,Withnail & I,comedi drama,substanceabus unemploy actor retreat countrysid holiday prove disastr,bruce robinson,richard e grant paul mcgann richard griffith ralph brown
831,The Last Emperor,biographi drama histori,stori final emperor china,bernardo bertolucci,john lone joan chen peter otool ruocheng ying
832,Empire of the Sun,action drama histori,young english boy struggl surviv japanes occup world war ii,steven spielberg,christian bale john malkovich miranda richardson nigel haver
833,Der Name der Rose,crime drama mysteri,intellectu nonconformist friar investig seri mysteri death isol abbey,jeanjacqu annaud,sean conneri christian slater helmut qualting elya baskin
834,Blue Velvet,drama mysteri thriller,discoveri sever human ear field lead young man investig relat beauti mysteri nightclub singer group psychopath crimin kidnap child,david lynch,isabella rossellini kyle maclachlan denni hopper laura dern
835,The Purple Rose of Cairo,comedi fantasi romanc,new jersey movi charact walk screen real world,woodi allen,mia farrow jeff daniel danni aiello irv metzman
836,After Hours,comedi crime drama,ordinari word processor worst night life agre visit girl soho met even coffe shop,martin scorses,griffin dunn rosanna arquett verna bloom tommi chong
837,Zelig,comedi,documentari man look act like he meet variou famou peopl,woodi allen,woodi allen mia farrow patrick horgan john buckwalt
838,The Verdict,drama,lawyer see chanc salvag career selfrespect take medic malpractic case trial settl,sidney lumet,paul newman charlott rampl jack warden jame mason
839,Star Trek II: The Wrath of Khan,action adventur scifi,assist enterpris crew admir kirk stop old nemesi khan noonien singh use lifegener genesi devic ultim weapon,nichola meyer,william shatner leonard nimoy deforest kelley jame doohan
840,First Blood,action adventur,veteran green beret forc cruel sheriff deputi flee mountain wage escal oneman war pursuer,ted kotcheff,sylvest stallon brian dennehi richard crenna mckinney
841,Ordinary People,drama,accident death older son affluent famili deepli strain relationship bitter mother goodnatur father guiltridden younger son,robert redford,donald sutherland mari tyler moor judd hirsch timothi hutton
842,Airplane!,comedi,man afraid fli ensur plane land safe pilot sick,jim abraham,david zucker jerri zucker robert hay juli hagerti
843,Rupan sansei: Kariosutoro no shiro,anim adventur famili,dash thief gang desperado intrepid policeman struggl free princess evil count clutch learn hidden secret fabul treasur hold key,hayao miyazaki,yasuo yamada eiko masuyama kiyoshi kobayashi makio inou
844,Halloween,horror thriller,year murder sister halloween night michael myer escap mental hospit return small town haddonfield illinoi kill,john carpent,donald pleasenc jami lee curti toni moran nanci kye
845,Le locataire,drama thriller,bureaucrat rent pari apart find drawn rabbit hole danger paranoia,roman polanski,roman polanski isabel adjani melvyn dougla jo van fleet
846,Love and Death,comedi war,czarist russia neurot soldier distant cousin formul plot assassin napoleon,woodi allen,woodi allen dian keaton georg adet frank adu
847,The Taking of Pelham One Two Three,action crime thriller,new york arm men hijack subway car demand ransom passeng paid away,joseph sargent,walter matthau robert shaw martin balsam hector elizondo
848,Blazing Saddles,comedi western,order ruin western town corrupt politician appoint black sheriff promptli formid adversari,mel brook,cleavon littl gene wilder slim picken harvey korman
849,Serpico,biographi crime drama,honest new york cop name frank serpico blow whistl rampant corrupt forc comrad turn,sidney lumet,al pacino john randolph jack keho biff mcguir
850,Enter the Dragon,action crime drama,secret agent come opium lord island fortress fighter martialart tournament,robert clous,bruce lee john saxon jim kelli ahna capri
851,Deliverance,adventur drama thriller,intent see cahulawasse river dam turn lake outdoor fanat lewi medlock take friend cano trip theyll forget danger american backcountri,john boorman,jon voight burt reynold ned beatti ronni cox
852,The French Connection,action crime drama,pair nyc cop narcot bureau stumbl drug smuggl job french connect,william friedkin,gene hackman roy scheider fernando rey toni lo bianco
853,Dirty Harry,action crime thriller,madman call scorpio killer menac citi toughasnail san francisco polic inspector dirti harri callahan assign track ferret craze psychopath,don siegel,clint eastwood andrew robinson harri guardino reni santoni
854,Where Eagles Dare,action adventur war,alli agent stage dare raid castl nazi hold american brigadi gener georg carnabi prison that that realli go,brian g hutton,richard burton clint eastwood mari ure patrick wymark
855,The Odd Couple,comedi,friend tri share apart idea housekeep lifestyl differ night day,gene sak,jack lemmon walter matthau john fiedler herb edelman
856,The Dirty Dozen,action adventur war,world war ii rebelli armi major assign dozen convict murder train lead mass assassin mission german offic,robert aldrich,lee marvin ernest borgnin charl bronson john cassavet
857,Belle de jour,drama romanc,frigid young housewif decid spend midweek afternoon prostitut,lui buñuel,catherin deneuv jean sorel michel piccoli genevièv page
858,A Man for All Seasons,biographi drama histori,stori sir thoma stood king henri viii king reject roman cathol church obtain divorc remarri,fred zinnemann,paul scofield wendi hiller robert shaw leo mckern
859,Repulsion,drama horror thriller,sexrepuls woman disapprov sister boyfriend sink depress horrif vision rape violenc,roman polanski,catherin deneuv ian hendri john fraser yvonn furneaux
860,Zulu,drama histori war,outnumb british soldier battl zulu warrior rork drift,cy endfield,stanley baker jack hawkin ulla jacobsson jame booth
861,Goldfinger,action adventur thriller,investig gold magnat smuggl jame bond uncov plot contamin fort knox gold reserv,guy hamilton,sean conneri gert fröbe honor blackman shirley eaton
862,The Birds,drama horror mysteri,wealthi san francisco socialit pursu potenti boyfriend small northern california town slowli take turn bizarr bird kind suddenli begin attack peopl,alfr hitchcock,rod taylor tippi hedren jessica tandi suzann pleshett
863,Cape Fear,drama thriller,lawyer famili stalk man help jail,j lee thompson,gregori peck robert mitchum polli bergen lori martin
864,Peeping Tom,drama horror thriller,young man murder women use movi camera film die express terror,michael powel,karlheinz böhm anna massey moira shearer maxin audley
865,The Magnificent Seven,action adventur western,seven gunfight hire mexican peasant liber villag oppress bandit,john sturg,yul brynner steve mcqueen charl bronson eli wallach
866,Les yeux sans visage,drama horror,surgeon caus accid leav daughter disfigur goe extrem new face,georg franju,pierr brasseur alida valli juliett mayniel alexandr rignault
867,Invasion of the Body Snatchers,drama horror scifi,smalltown doctor learn popul commun replac emotionless alien duplic,don siegel,kevin mccarthi dana wynter larri gate king donovan
868,Rebel Without a Cause,drama,rebelli young man troubl past come new town find friend enemi,nichola ray,jame dean natali wood sal mineo jim backu
869,The Ladykillers,comedi crime,oddbal crimin plan bank robberi rent room culdesac octogenarian widow pretext classic musician,alexand mackendrick,alec guin peter seller cecil parker herbert lom
870,Sabrina,comedi drama romanc,playboy interest daughter famili chauffeur brother better man,billi wilder,humphrey bogart audrey hepburn william holden walter hampden
871,The Quiet Man,comedi drama romanc,retir american boxer return villag birth ireland fall spirit redhead brother contemptu union,john ford,john wayn maureen ohara barri fitzgerald ward bond
872,The Day the Earth Stood Still,drama scifi,alien land tell peopl earth live peac destroy danger planet,robert wise,michael renni patricia neal hugh marlow sam jaff
873,The African Queen,adventur drama romanc,wwi africa ginswil riverboat captain persuad straitlac missionari use boat attack enemi warship,john huston,humphrey bogart katharin hepburn robert morley peter bull
874,Gilda,drama filmnoir romanc,smalltim gambler hire work bueno air casino discov employ new wife lover,charl vidor,rita hayworth glenn ford georg macreadi joseph calleia
875,Fantasia,anim famili fantasi,collect anim interpret great work western classic music,jame algar,samuel armstrong ford beeb jr norman ferguson david hand
876,The Invisible Man,horror scifi,scientist find way invis do murder insan,jame whale,claud rain gloria stuart william harrigan henri traver
877,Dark Waters,biographi drama histori,corpor defens attorney take environment lawsuit chemic compani expos lengthi histori pollut,todd hayn,mark ruffalo ann hathaway tim robbin pullman
878,Searching,drama mysteri thriller,teenag daughter goe miss desper father tri clue laptop,aneesh chaganti,john cho debra mess joseph lee michel la
879,Once Upon a Time... in Hollywood,comedi drama,fade televis actor stunt doubl strive achiev fame success final year hollywood golden age lo angel,quentin tarantino,leonardo dicaprio brad pitt margot robbi emil hirsch
880,Nelyubov,drama,coupl go divorc team son disappear bitter argument,andrey zvyagintsev,maryana spivak aleksey rozin matvey novikov marina vasileva
881,The Florida Project,drama,set summer film follow precoci sixyearold moone court mischief adventur ragtag playmat bond rebelli care mother live shadow walt disney world,sean baker,brooklynn princ bria vinait willem dafo christoph rivera
882,Just Mercy,biographi crime drama,worldrenown civil right defens attorney bryan stevenson work free wrongli condemn death row prison,destin daniel cretton,michael b jordan jami foxx brie larson charli pye jr
883,Gifted,drama,frank singl man rais child prodigi niec mari drawn custodi battl mother,marc webb,chri evan mckenna grace lindsay duncan octavia spencer
884,The Peanut Butter Falcon,adventur comedi drama,zak run away care home make dream wrestler come true,tyler nilson,michael schwartz zack gottsagen ann owen dakota johnson
885,Victoria,crime drama romanc,young spanish woman recent move berlin find flirtat local guy turn potenti deadli night friend reveal danger secret,sebastian schipper,laia costa frederick lau franz rogowski burak yigit
886,Mustang,drama,orphan girl seen innoc play boy beach scandal conserv guardian confin forc marriag arrang,deniz gamz ergüven,güne sensoy doga zeynep doguslu tugba sunguroglu elit iscan
887,Guardians of the Galaxy Vol. 2,action adventur comedi,guardian struggl team deal person famili issu notabl starlord encount father ambiti celesti ego,jame gunn,chri pratt zoe saldana dave bautista vin diesel
888,Baby Driver,action crime drama,coerc work crime boss young getaway driver find take heist doom fail,edgar wright,ansel elgort jon bernthal jon hamm eiza gonzález
889,Only the Brave,action biographi drama,base true stori granit mountain hotshot group elit firefight risk protect town histor wildfir,joseph kosinski,josh brolin mile teller jeff bridg jennif connelli
890,Bridge of Spies,drama histori thriller,cold war american lawyer recruit defend arrest soviet spi court help cia facilit exchang spi soviet captur american u spi plane pilot franci gari power,steven spielberg,tom hank mark rylanc alan alda ami ryan
891,Incredibles 2,anim action adventur,incred famili take new mission involv chang famili role bob parr mr incred manag hous wife helen elastigirl goe save world,brad bird,craig t nelson holli hunter sarah vowel huck milner
892,Moana,anim adventur comedi,ancient polynesia terribl curs incur demigod maui reach moana island answer ocean seek demigod set thing right,ron clement,john musker don hall chri william aulii cravalho
893,Sicario,action crime drama,idealist fbi agent enlist govern task forc aid escal war drug border area mexico,deni villeneuv,emili blunt josh brolin benicio del toro jon bernthal
894,Creed,drama sport,world heavyweight champion rocki balboa serv trainer mentor adoni johnson son late friend rival apollo creed,ryan coogler,michael b jordan sylvest stallon tessa thompson phylicia rashad
895,Leviafan,crime drama,russian coastal town kolya forc fight corrupt mayor told hous demolish recruit lawyer friend help man arriv bring misfortun kolya famili,andrey zvyagintsev,aleksey serebryakov elena lyadova roman madyanov vladimir vdovichenkov
896,Hell or High Water,action crime drama,divorc father excon older brother resort desper scheme order save famili ranch west texa,david mackenzi,chri pine ben foster jeff bridg gil birmingham
897,Philomena,biographi comedi drama,worldweari polit journalist pick stori woman search son taken away decad ago pregnant forc live convent,stephen frear,judi dench steve coogan sophi kennedi clark mare winningham
898,Dawn of the Planet of the Apes,action adventur drama,grow nation genet evolv ape led caesar threaten band human survivor devast viru unleash decad earlier,matt reev,gari oldman keri russel andi serki kodi smitmcphe
899,El cuerpo,mysteri thriller,detect search bodi femm fatal gone miss morgu,oriol paulo,jose coronado hugo silva belén rueda aura garrido
900,Serbuan maut,action thriller,swat team trap tenement run ruthless mobster armi killer thug,gareth evan,iko uwai ananda georg ray sahetapi donni alamsyah
901,End of Watch,action crime drama,shot documentarystyl film follow daili grind young polic offic la partner friend happen meet crimin forc greater,david ayer,jake gyllenha michael peña anna kendrick america ferrera
902,Kari-gurashi no Arietti,anim adventur famili,clock famili fourinchtal peopl live anonym famili resid borrow simpl item make home life chang clock teenag daughter arrietti discov,hiromasa yonebayashi,ami poehler mirai shida ryûnosuk kamiki tatsuya fujiwara
903,A Star Is Born,drama music romanc,musician help young singer fame age alcohol send career downward spiral,bradley cooper,ladi gaga bradley cooper sam elliott greg grunberg
904,True Grit,drama western,stubborn teenag enlist help tough marshal track father murder,ethan coen,joel coen jeff bridg matt damon haile steinfeld
905,Hævnen,drama romanc,live danish famili cross extraordinari riski friendship come bud loneli frailti sorrow lie wait,susann bier,mikael persbrandt trine dyrholm marku rygaard wil johnson
906,Despicable Me,anim comedi crime,crimin mastermind use trio orphan girl pawn grand scheme find love profoundli chang better,pierr coffin,chri renaud steve carel jason segel russel brand
907,50/50,comedi drama romanc,inspir true stori comedi center yearold guy learn cancer diagnosi subsequ struggl beat diseas,jonathan levin,joseph gordonlevitt seth rogen anna kendrick bryce dalla howard
908,Kick-Ass,action comedi crime,dave lizewski unnot high school student comic book fan day decid superhero power train meaning reason,matthew vaughn,aaron taylorjohnson nicola cage chloë grace moretz garrett m brown
909,Celda 211,action adventur crime,stori men differ side prison riot inmat lead rebellion young guard trap revolt pose prison desper attempt surviv ordeal,daniel monzón,lui tosar alberto ammann antonio resin manuel morón
910,Moneyball,biographi drama sport,oakland gener manag billi bean success attempt assembl basebal team lean budget employ computergener analysi acquir new player,bennett miller,brad pitt robin wright jonah hill philip seymour hoffman
911,La piel que habito,drama horror thriller,brilliant plastic surgeon haunt past tragedi creat type synthet skin withstand kind damag guinea pig mysteri volatil woman hold key obsess,pedro almodóvar,antonio bandera elena anaya jan cornet marisa pared
912,Zombieland,adventur comedi fantasi,shi student tri reach famili ohio guntot tough guy tri twinki pair sister tri amus park join forc travel zombiefil america,ruben fleischer,jess eisenberg emma stone woodi harrelson abigail breslin
913,Die Welle,drama thriller,high school teacher experi demonstr student life like dictatorship spin horribl control form social unit life,denni gansel,jürgen vogel frederick lau max riemelt jennif ulrich
914,Sherlock Holmes,action adventur mysteri,detect sherlock holm stalwart partner watson engag battl wit brawn nemesi plot threat england,guy ritchi,robert downey jr jude law rachel mcadam mark strong
915,The Blind Side,biographi drama sport,stori michael oher homeless traumat boy allamerican footbal player firstround nfl draft pick help care woman famili,john lee hancock,quinton aaron sandra bullock tim mcgraw jae head
916,The Visitor,drama,colleg professor travel new york citi attend confer find young coupl live apart,tom mccarthi,richard jenkin haaz sleiman danai gurira hiam abbass
917,Seven Pounds,drama,man fate secret embark extraordinari journey redempt forev chang live seven stranger,gabriel muccino,smith rosario dawson woodi harrelson michael eali
918,Eastern Promises,action crime drama,teenag die childbirth leav clue journal tie child rape involv violent russian mob famili,david cronenberg,naomi watt viggo mortensen armin muellerstahl josef altin
919,Stardust,adventur famili fantasi,countrysid town border magic land young man make promis belov hell retriev fallen star ventur magic realm,matthew vaughn,charli cox clair dane sienna miller ian mckellen
920,The Secret of Kells,anim adventur famili,young boy remot mediev outpost sieg barbarian raid beckon adventur celebr master illumin arriv ancient book brim secret wisdom power,tomm moor,nora twomey evan mcguir brendan gleeson mick lalli
921,Inside Man,crime drama mysteri,polic detect bank robber highpow broker enter highstak negoti crimin brilliant heist spiral hostag situat,spike lee,denzel washington clive owen jodi foster christoph plummer
922,Gone Baby Gone,crime drama mysteri,boston area detect investig littl girl kidnap ultim turn crisi profession person,ben affleck,morgan freeman ed harri casey affleck michel monaghan
923,La Vie En Rose,biographi drama music,biopic icon french singer édith piaf rais grandmoth brothel discov sing street corner age despit success piaf life fill tragedi,olivi dahan,marion cotillard sylvi testud pascal greggori emmanuel seigner
924,Huo Yuan Jia,action biographi drama,biographi chines martial art master huo yuanjia founder spiritu guru jin wu sport feder,ronni yu,jet li li sun yong dong yun qu
925,The Illusionist,drama fantasi mysteri,turnofthecenturi vienna magician use abil secur love woman far social stand,neil burger,edward norton jessica biel paul giamatti rufu sewel
926,Dead Man's Shoes,crime drama thriller,disaffect soldier return hometown thug brutal mentallychalleng brother year ago,shane meadow,paddi considin gari stretch tobi kebbel stuart wolfenden
927,Harry Potter and the Half-Blood Prince,action adventur famili,harri potter begin sixth year hogwart discov old book mark properti halfblood princ begin learn lord voldemort dark past,david yate,daniel radcliff emma watson rupert grint michael gambon
928,300,action drama,king leonida sparta forc men fight persian thermopyla bc,zack snyder,gerard butler lena headey david wenham domin west
929,Match Point,drama romanc thriller,turn point life tenni pro fall actress happen date friend soontob brotherinlaw,woodi allen,scarlett johansson jonathan rhi meyer emili mortim matthew good
930,Watchmen,action drama mysteri,superhero exist murder colleagu send activ vigilant rorschach sprawl investig uncov complet chang cours histori know,zack snyder,jacki earl haley patrick wilson carla gugino malin akerman
931,Lord of War,action crime drama,arm dealer confront moral work chase interpol agent,andrew niccol,nicola cage ethan hawk jare leto bridget moynahan
932,Saw,horror mysteri thriller,stranger awaken room recollect got soon discov theyr pawn deadli game perpetr notori serial killer,jame wan,cari elw leigh whannel danni glover ken leung
933,"Synecdoche, New York",drama,theatr director struggl work women life creat lifes replica new york citi insid warehous new play,charli kaufman,philip seymour hoffman samantha morton michel william catherin keener
934,Mysterious Skin,drama,teenag hustler young man obsess alien abduct cross path discov horribl liber truth,gregg araki,bradi corbet joseph gordonlevitt elisabeth shue chase ellison
935,Jeux d'enfants,comedi drama romanc,adult best friend julien sophi continu odd game start children fearless competit outdo dare outrag stunt act reliev anoth pain game way avoid fact truli meant,yann samuel,guillaum canet marion cotillard thibault verhaegh joséphin lebasjoli
936,Un long dimanche de fiançailles,drama mysteri romanc,tell stori young woman relentless search fiancé disappear trench somm world war,jeanpierr jeunet,audrey tautou gaspard ulliel jodi foster dominiqu pinon
937,The Station Agent,comedi drama,friend die man born dwarfism move rural new jersey live life solitud meet chatti hot dog vendor woman deal person loss,tom mccarthi,peter dinklag patricia clarkson bobbi cannaval paul benjamin
938,21 Grams,crime drama thriller,freak accid bring critic ill mathematician griev mother bornagain excon,alejandro g iñárritu,sean penn benicio del toro naomi watt danni huston
939,Boksuneun naui geot,crime drama thriller,recent laid factori worker kidnap boss friend daughter hope use ransom money pay sister kidney transplant,chanwook park,kangho song shin hakyun bae doona jieun lim
940,Finding Neverland,biographi drama famili,stori sir jm barri friendship famili inspir creat peter pan,marc forster,johnni depp kate winslet juli christi radha mitchel
941,25th Hour,drama,corner dea convict new york drug dealer montgomeri brogan reevalu life remain hour face sevenyear jail term,spike lee,edward norton barri pepper philip seymour hoffman rosario dawson
942,The Butterfly Effect,drama scifi thriller,evan treborn suffer blackout signific event life grow find way rememb lost memori supernatur way alter life read journal,eric bress,j macky gruber ashton kutcher ami smart melora walter
943,28 Days Later...,drama horror scifi,week mysteri incur viru spread uk hand survivor tri sanctuari,danni boyl,cillian murphi naomi harri christoph eccleston alex palmer
944,Batoru rowaiaru,action adventur drama,futur japanes govern captur class ninthgrad student forc kill revolutionari battl royal act,kinji fukasaku,tatsuya fujiwara aki maeda tarô yamamoto takeshi kitano
